Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
2,9,18,0,0,0,0,77,11,1242.0,1,9,510965.0,309324.0,-0.360429,52.670276,32,2,1,355.0,1175.0,319.0,1,2,1,1,77,11,0,0,9,9
1,9,5,0,0,0,0,22,5,1242.0,1,4,584198.0,187230.0,0.65554,51.553881,42,2,1,460.0,0.0,0.0,0,1,1,1,22,5,0,0,9,6
1,9,18,0,0,0,0,66,10,1996.0,1,14,538130.0,171320.0,-0.014679,51.424065,1,3,3,7.0,2015.0,0.0,0,1,1,0,66,10,0,0,9,2
2,9,4,0,0,0,0,66,10,1124.0,1,9,385623.0,157577.0,-2.207678,51.317117,54,2,2,635.0,361.0,0.0,0,2,1,1,61,9,0,0,9,4
1,9,5,0,0,0,0,19,4,1339.0,1,2,438275.0,557514.0,-1.404525,54.910877,10,2,1,150.0,1231.0,0.0,0,2,1,0,37,7,0,0,9,1
1,9,18,0,0,6,0,38,7,2171.0,1,14,428176.0,262156.0,-1.588638,52.256858,23,2,2,294.0,40.0,40.0,1,1,1,0,38,7,0,0,9,7
3,9,18,0,0,0,0,36,7,1596.0,1,13,478489.0,428516.0,-0.811291,53.74711800000001,16,7,10,231.0,62.0,0.0,1,4,8,0,24,5,0,0,19,1
2,9,18,0,0,0,0,53,8,1995.0,2,7,250615.0,58234.0,-4.10352,50.404942,50,2,1,583.0,0.0,0.0,1,2,1,1,53,8,0,0,9,8
1,9,18,0,0,0,0,24,5,1229.0,1,3,464973.0,164706.0,-1.067864,51.377698,43,1,1,471.0,7147.0,0.0,1,1,1,0,9,2,5,3,0,6
1,9,9,0,0,0,0,30,6,2179.0,2,2,531210.0,182310.0,-0.110071,51.52447,1,2,1,3.0,201.0,0.0,0,2,1,0,33,6,0,0,4,4
1,9,18,0,0,1,0,66,10,1560.0,2,1,219908.0,64903.0,-4.538425,50.456246,50,2,2,596.0,38.0,0.0,1,1,1,0,66,10,0,0,9,5
1,9,9,0,0,0,0,44,7,1995.0,2,9,523500.0,179390.0,-0.222169,51.499965,1,3,1,11.0,219.0,0.0,0,2,1,0,18,4,0,0,3,3
2,9,2,0,0,0,0,17,4,1229.0,1,8,249219.0,55979.0,-4.122245,50.384319,50,2,1,583.0,0.0,0.0,0,1,1,0,49,8,5,4,0,7
1,21,11,0,0,0,0,50,8,12902.0,2,3,355453.0,390966.0,-2.67166,53.41361,7,3,3,128.0,62.0,0.0,1,2,2,1,20,4,0,0,9,8
1,9,5,0,0,0,0,40,7,2184.0,2,13,368608.0,71777.0,-2.444399,50.544909,55,1,1,646.0,927.0,0.0,1,1,1,0,11,3,4,3,0,7
1,9,4,0,0,0,0,37,7,1798.0,1,1,549770.0,188380.0,0.159851,51.574397,1,3,1,15.0,118.0,0.0,0,2,1,0,62,9,0,0,9,4
3,9,17,0,0,0,0,59,9,1368.0,1,7,605832.0,293490.0,1.031032,52.500448,36,4,2,400.0,1077.0,0.0,1,3,2,1,59,9,0,0,9,7
2,9,17,0,0,0,0,18,4,1560.0,2,7,598378.0,296730.0,0.923304,52.532297,36,2,6,400.0,0.0,0.0,1,1,2,1,39,7,0,0,9,2
2,9,3,0,0,0,0,38,7,1997.0,2,4,550416.0,241566.0,0.192238,52.052073,42,2,1,463.0,11.0,0.0,1,2,1,1,38,7,0,0,9,5
2,9,18,0,0,0,0,65,9,1399.0,2,6,472174.0,262583.0,-0.944053,52.256693,34,2,1,384.0,428.0,8247.0,0,2,1,1,65,9,0,0,9,9
1,9,14,0,0,0,0,46,8,1360.0,1,5,410508.0,258759.0,-1.847579,52.226935,23,1,1,293.0,4089.0,0.0,1,1,1,0,17,4,5,2,0,8
1,9,18,0,7,0,0,22,5,1598.0,1,14,423724.0,564871.0,-1.630876,54.977887,10,1,1,147.0,114.0,0.0,0,1,1,0,22,5,0,0,9,1
2,9,3,0,0,0,0,36,7,1560.0,2,7,350368.0,365280.0,-2.74413,53.18229,7,2,3,130.0,51.0,808.0,1,2,3,1,3,1,0,0,9,7
1,9,9,0,0,0,0,35,6,998.0,1,2,331830.0,442880.0,-3.038409,53.877619,4,2,1,85.0,0.0,0.0,0,2,1,1,40,7,0,0,9,3
2,9,18,0,0,0,0,32,6,1995.0,1,9,289686.0,66580.0,-3.556421,50.488613,50,2,1,587.0,0.0,0.0,0,2,1,1,32,6,0,0,9,8
1,9,9,0,0,0,0,20,4,998.0,1,8,532050.0,187480.0,-0.096032,51.570735,1,2,2,4.0,105.0,503.0,0,2,1,0,46,8,0,0,9,2
1,9,18,0,0,0,0,24,5,1498.0,1,8,521160.0,185870.0,-0.253637,51.558708,1,2,2,28.0,4088.0,406.0,0,2,2,0,46,8,0,0,19,3
1,19,2,0,0,0,0,49,8,2198.0,2,2,168194.0,42442.0,-5.252021,50.236418,50,2,1,596.0,30.0,0.0,1,2,1,1,84,11,0,0,9,6
3,9,3,0,0,0,0,45,7,1149.0,1,13,389167.0,158297.0,-2.156848,51.32367,54,5,3,635.0,350.0,0.0,1,1,1,0,46,8,0,0,9,4
3,9,3,0,0,0,0,22,5,1349.0,1,3,433059.0,265295.0,-1.516798,52.284807,23,3,1,294.0,425.0,0.0,0,2,1,1,25,5,0,0,5,7
1,9,9,0,0,0,0,31,6,1596.0,1,1,522790.0,179380.0,-0.232396,51.50003,1,2,2,11.0,0.0,0.0,0,1,1,1,31,6,0,0,9,3
2,9,7,0,0,0,0,83,11,1339.0,1,1,332810.0,442430.0,-3.023406,53.873703000000006,4,2,1,85.0,585.0,0.0,1,2,1,0,83,11,0,0,9,8
2,9,18,0,0,0,0,48,8,1124.0,1,6,503315.0,426855.0,-0.435526,53.727872,16,2,1,231.0,0.0,0.0,0,1,1,0,18,4,0,0,3,10
2,9,3,0,0,0,0,45,7,1910.0,2,9,583441.0,187610.0,0.644831,51.55754,42,3,2,460.0,0.0,0.0,0,2,1,1,45,7,0,0,9,10
1,9,9,0,4,0,0,78,11,2179.0,2,4,500907.0,228473.0,-0.533327,51.945613,40,3,3,424.0,5120.0,0.0,1,1,1,0,78,11,0,0,9,7
2,9,18,0,0,0,0,34,6,1388.0,1,4,570148.0,187689.0,0.453308,51.562413,42,2,3,450.0,176.0,0.0,1,2,1,1,34,6,0,0,9,4
1,9,18,0,0,0,0,20,4,998.0,1,1,438290.0,336980.0,-1.431843,52.92886800000001,30,2,1,323.0,0.0,0.0,0,1,1,1,20,4,0,0,9,5
1,9,18,0,10,1,0,27,6,1198.0,1,12,405900.0,286220.0,-1.914568,52.47388100000001,20,2,5,300.0,0.0,0.0,0,2,5,0,47,8,0,0,9,7
2,9,3,0,0,0,0,18,4,1199.0,1,14,481316.0,263272.0,-0.809984,52.261612,34,2,1,384.0,4500.0,5076.0,0,2,1,0,18,4,0,0,9,5
2,9,18,0,0,0,0,70,10,1560.0,2,5,567946.0,330115.0,0.492157,52.842359,36,2,4,407.0,149.0,0.0,1,2,1,0,77,11,0,0,9,9
1,9,9,0,0,0,0,44,7,1598.0,1,11,415880.0,425096.0,-1.7608259999999998,53.72203199999999,13,2,3,202.0,649.0,0.0,1,2,1,1,51,8,0,0,9,8
1,9,18,0,0,0,0,43,7,1686.0,2,6,377380.0,389810.0,-2.341702,53.40462,6,1,1,112.0,5165.0,0.0,0,1,1,0,5,1,9,9,0,8
2,9,7,0,0,0,0,39,7,1998.0,2,8,406160.0,441464.0,-1.907805,53.86935,13,3,7,200.0,0.0,0.0,0,3,4,0,22,5,0,0,9,1
1,9,18,0,0,0,0,53,8,2993.0,2,4,423839.0,421324.0,-1.6405029999999998,53.687829,13,1,1,203.0,644.0,0.0,0,1,1,0,22,5,9,9,0,3
2,8,3,0,0,0,0,42,7,1995.0,2,5,349690.0,238490.0,-2.734932,52.042512,22,3,3,285.0,465.0,0.0,0,2,2,0,42,7,0,0,8,5
1,9,18,0,10,1,0,59,9,1149.0,1,13,542460.0,174470.0,0.048823000000000005,51.451299,1,1,1,6.0,210.0,0.0,0,1,1,1,59,9,0,0,9,2
2,9,18,0,0,0,0,37,7,1489.0,1,18,348510.0,443880.0,-2.784891,53.888533,4,3,2,85.0,6.0,435.0,1,1,1,0,80,11,0,0,9,6
1,9,17,0,10,4,0,18,4,1149.0,1,13,377693.0,221460.0,-2.325548,51.891242,53,1,4,622.0,4215.0,369.0,1,1,3,1,16,4,0,0,9,8
1,9,18,0,0,0,0,40,7,2996.0,1,8,510058.0,242876.0,-0.395622,52.073322,40,1,1,420.0,600.0,0.0,1,1,1,0,40,7,0,0,9,7
1,9,9,0,0,0,0,20,4,1560.0,2,1,330255.0,389480.0,-3.050368,53.397521,5,2,4,95.0,0.0,5027.0,0,1,4,1,22,5,0,0,9,1
3,9,3,0,0,0,0,51,8,4196.0,1,9,433448.0,391455.0,-1.498192,53.41884200000001,14,3,8,215.0,61.0,0.0,0,1,8,1,28,6,0,0,11,1
1,9,18,0,0,6,0,28,6,1149.0,1,10,341530.0,434850.0,-2.889354,53.80664,4,1,1,74.0,55.0,0.0,1,1,1,1,28,6,0,0,9,4
1,9,9,0,0,0,0,67,10,1242.0,1,5,431206.0,386776.0,-1.532386,53.376923,14,2,1,215.0,0.0,0.0,0,2,1,0,36,7,0,0,1,9
1,9,7,0,0,0,0,51,8,1560.0,2,8,331412.0,388097.0,-3.03267,53.385243,5,2,4,95.0,552.0,0.0,0,2,3,0,51,8,0,0,9,7
1,9,2,0,0,0,0,55,8,1998.0,1,7,480002.0,232503.0,-0.836457,51.985233,43,4,4,476.0,421.0,23.0,1,2,1,1,78,11,0,0,9,10
1,9,16,0,0,10,0,47,8,1598.0,1,7,567220.0,268940.0,0.4505560000000001,52.293142,35,1,1,391.0,1085.0,149.0,1,1,1,1,47,8,0,0,9,7
2,9,3,0,0,0,0,36,7,1364.0,1,6,452208.0,189586.0,-1.247579,51.602702,43,2,1,484.0,189.0,0.0,0,2,1,0,36,7,0,0,9,3
1,9,7,0,0,0,0,37,7,2902.0,2,10,457219.0,402333.0,-1.1385809999999998,53.51456999999999,14,2,1,211.0,630.0,18.0,0,2,1,0,23,5,0,0,1,4
1,19,18,0,0,0,0,39,7,1998.0,2,11,434517.0,112408.0,-1.510424,50.910114,44,4,4,496.0,326.0,0.0,1,2,1,1,21,5,0,0,9,8
2,9,3,0,0,0,0,33,6,1896.0,2,8,408055.0,306513.0,-1.882356,52.656284,21,2,1,252.0,5.0,5.0,1,2,1,1,33,6,0,0,9,5
1,9,5,0,4,0,0,43,7,1598.0,1,6,433769.0,380423.0,-1.494537,53.319663,14,2,1,215.0,0.0,0.0,0,1,1,1,43,7,0,0,9,10
1,19,5,0,0,0,0,53,8,2198.0,2,4,428534.0,521027.0,-1.560023,54.58364399999999,11,2,1,169.0,167.0,1.0,1,2,1,1,71,10,0,0,11,6
2,8,18,0,0,0,0,43,7,2987.0,2,1,517780.0,178270.0,-0.30490900000000004,51.491119,1,3,3,25.0,4.0,0.0,0,3,3,0,55,8,0,0,8,3
2,9,3,0,0,0,0,57,9,1242.0,1,3,342988.0,368309.0,-2.85509,53.208774,7,4,3,130.0,56.0,0.0,0,3,2,1,50,8,0,0,9,9
3,9,18,0,0,0,0,57,9,1398.0,2,10,504029.0,178339.0,-0.5028779999999999,51.494433,43,4,3,473.0,4.0,4.0,1,3,3,1,57,9,0,0,9,5
1,9,10,0,0,0,0,40,7,1299.0,1,7,553040.0,184650.0,0.20538,51.540006,1,2,1,15.0,0.0,0.0,0,1,1,1,40,7,0,0,9,9
1,21,18,0,0,0,0,53,8,12900.0,2,4,343700.0,366410.0,-2.8440950000000003,53.191782,7,2,2,130.0,55.0,51.0,1,2,1,0,29,6,0,0,9,4
3,9,3,0,0,0,0,35,6,1995.0,2,3,511717.0,196298.0,-0.386475,51.65438,41,3,2,437.0,308.0,0.0,0,2,2,1,24,5,0,0,9,9
2,9,12,0,0,0,0,52,8,1598.0,2,3,360490.0,180334.0,-2.570838,51.520533,52,3,3,612.0,38.0,4057.0,0,3,3,1,26,6,0,0,9,4
2,9,18,0,0,0,0,35,6,1984.0,1,8,533737.0,103903.0,-0.10280999999999997,50.819237,47,2,1,565.0,0.0,0.0,0,2,1,1,35,6,0,0,9,10
21,9,18,0,0,0,0,59,9,1339.0,1,5,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,7,25,1,47,8,0,0,9,6
1,9,18,0,0,2,0,21,5,1364.0,1,9,510972.0,433025.0,-0.317307,53.781733,16,1,1,228.0,0.0,0.0,0,1,1,0,21,5,0,0,9,1
2,9,18,0,0,11,0,24,5,1596.0,1,2,333910.0,398302.0,-2.997265,53.477276,5,2,1,93.0,0.0,0.0,0,2,1,1,24,5,0,0,9,1
1,9,18,0,0,4,0,26,6,1461.0,2,13,384625.0,111324.0,-2.220012,50.901184,55,1,1,642.0,0.0,0.0,1,1,1,0,26,6,0,0,9,3
2,9,17,0,0,0,0,42,7,1364.0,1,9,419570.0,275990.0,-1.713915,52.381598,20,2,2,306.0,4101.0,0.0,1,2,2,1,42,7,0,0,9,10
1,11,17,0,0,1,0,49,8,9600.0,2,17,459318.0,113914.0,-1.157459,50.921644,44,2,2,502.0,0.0,0.0,1,1,1,0,16,4,0,0,11,7
2,9,4,0,0,0,0,42,7,998.0,1,2,474305.0,427372.0,-0.8749969999999999,53.73745,16,3,5,231.0,614.0,0.0,1,3,2,0,54,8,0,0,9,6
2,4,18,0,0,0,0,50,8,278.0,1,1,480523.0,353589.0,-0.799562,53.073474,31,2,1,345.0,0.0,0.0,0,2,1,1,51,8,0,0,4,7
2,5,18,0,0,0,0,47,8,899.0,1,16,359951.0,178420.0,-2.578388,51.503286,52,2,1,612.0,38.0,0.0,0,2,1,0,47,8,0,0,5,5
1,9,10,0,0,0,0,34,6,1986.0,2,8,538490.0,191880.0,-0.001433,51.608729,1,2,1,13.0,160.0,0.0,0,1,1,0,34,6,0,0,9,2
2,9,18,0,0,0,0,53,8,1973.0,1,17,629643.0,316646.0,1.397255,52.698754,36,3,3,401.0,1151.0,0.0,1,2,3,1,53,8,0,0,9,5
2,9,18,0,0,10,0,27,6,1598.0,1,11,400530.0,301780.0,-1.993606,52.61379399999999,20,2,8,307.0,0.0,0.0,0,2,8,1,20,4,0,0,9,1
1,9,5,0,0,0,0,67,10,1686.0,2,4,505815.0,347417.0,-0.424214,53.013609,32,2,1,353.0,15.0,17.0,1,2,1,0,60,9,0,0,1,8
2,9,9,0,0,0,0,68,10,1598.0,1,11,433965.0,386588.0,-1.490935,53.375064,14,2,1,215.0,0.0,0.0,0,1,1,0,34,6,0,0,1,5
1,21,18,0,0,0,0,50,8,12900.0,2,7,424090.0,331270.0,-1.643498,52.878362,30,3,1,328.0,50.0,0.0,1,2,1,1,61,9,0,0,9,8
5,9,2,0,0,0,0,21,5,1299.0,1,8,373797.0,164081.0,-2.377845,51.375173,52,5,4,611.0,0.0,0.0,0,4,3,1,28,6,0,0,9,10
2,3,17,0,0,0,0,24,5,125.0,1,6,524360.0,176920.0,-0.210655,51.477579,1,2,1,11.0,0.0,0.0,0,2,1,0,24,5,0,0,3,3
1,9,18,0,0,0,0,35,6,1390.0,1,3,534170.0,180660.0,-0.06805800000000001,51.508948,1,3,1,5.0,1203.0,1202.0,0,2,1,1,65,9,0,0,9,6
2,9,9,0,0,0,0,23,5,1398.0,2,12,524891.0,223838.0,-0.186238,51.8991,41,2,5,435.0,302.0,73.0,0,2,3,1,22,5,0,0,9,4
2,90,18,0,0,0,0,52,8,6370.0,2,4,427062.0,431803.0,-1.590788,53.78185600000001,13,3,1,204.0,58.0,0.0,0,3,1,0,31,6,0,0,19,8
1,9,18,0,0,0,0,55,8,1999.0,1,6,406471.0,91545.0,-1.909692,50.723493,55,2,1,643.0,1.0,0.0,0,1,1,1,45,7,0,0,9,7
2,9,9,0,0,0,0,46,8,1796.0,1,10,486146.0,149472.0,-0.7673939999999999,51.237936,44,2,1,499.0,3007.0,3007.0,0,1,1,0,12,3,0,0,9,9
1,9,16,0,0,11,0,30,6,1796.0,1,14,526324.0,312602.0,-0.132159,52.69637,32,1,1,354.0,1073.0,0.0,1,1,1,0,30,6,0,0,9,7
1,9,5,0,0,0,0,56,9,1998.0,1,11,437831.0,400392.0,-1.431175,53.498873,14,2,2,210.0,0.0,0.0,0,1,1,1,56,9,0,0,9,3
2,9,9,0,0,0,0,62,9,2993.0,2,5,466814.0,409523.0,-0.992374,53.578057,14,2,1,211.0,18.0,0.0,0,1,1,0,52,8,0,0,9,4
2,9,3,0,0,0,0,44,7,1560.0,2,6,521308.0,207306.0,-0.244073,51.751322,41,2,1,438.0,1001.0,119.0,1,2,1,0,44,7,0,0,9,10
2,9,18,0,0,0,0,60,9,1984.0,1,10,590773.0,244214.0,0.7816069999999999,52.063443,37,3,3,410.0,1115.0,0.0,1,3,3,0,32,6,0,0,9,7
3,9,4,0,0,0,0,66,10,1598.0,1,11,333640.0,442380.0,-3.010774,53.87336,4,3,2,85.0,5268.0,0.0,0,1,1,1,41,7,0,0,9,4
1,9,9,0,0,0,0,39,7,2685.0,2,13,538130.0,187540.0,-0.008334999999999999,51.569818,1,2,1,13.0,0.0,112.0,0,2,1,1,33,6,0,0,1,4
1,9,9,0,0,0,0,40,7,1598.0,1,10,530770.0,176020.0,-0.118739,51.468047,1,2,1,9.0,203.0,0.0,0,2,1,0,30,6,0,0,3,2
2,9,18,0,0,0,0,51,8,1587.0,1,10,382790.0,397530.0,-2.260754,53.474215,6,3,2,102.0,57.0,0.0,0,3,2,0,33,6,0,0,10,1
2,9,4,0,0,0,0,32,6,1685.0,2,1,533440.0,267270.0,-0.045075,52.287373,35,3,5,395.0,14.0,0.0,1,3,5,1,62,9,0,0,9,6
1,3,15,0,0,0,0,25,5,125.0,1,4,532470.0,176970.0,-0.093923,51.476189,1,2,1,8.0,215.0,0.0,0,1,1,0,25,5,0,0,3,3
1,9,18,0,0,0,0,65,9,1598.0,1,2,404130.0,268690.0,-1.940836,52.316301,22,2,2,274.0,441.0,0.0,0,2,2,0,31,6,0,0,9,4
1,9,17,0,0,0,0,18,4,1587.0,1,11,402030.0,306160.0,-1.971427,52.65316600000001,21,1,3,250.0,4154.0,0.0,1,1,2,0,19,4,0,0,9,7
2,3,18,0,0,0,0,25,5,125.0,1,6,534810.0,174440.0,-0.061213,51.452901,1,2,1,8.0,238.0,0.0,0,2,1,0,25,5,0,0,3,5
2,98,18,0,0,0,0,64,9,1560.0,2,8,402973.0,289297.0,-1.957633,52.501567,20,2,2,305.0,0.0,0.0,0,2,2,0,64,9,0,0,98,1
1,9,1,0,0,0,0,43,7,1598.0,1,3,333764.0,416440.0,-3.003315,53.640263,5,2,2,93.0,0.0,0.0,0,2,2,1,78,11,0,0,11,7
1,9,18,0,0,0,0,55,8,1975.0,1,6,438720.0,333810.0,-1.425824,52.90034300000001,30,2,1,323.0,5111.0,5111.0,1,1,1,1,55,8,0,0,9,8
2,9,7,0,0,0,0,31,6,1398.0,1,6,533470.0,183720.0,-0.07697999999999999,51.536612,1,2,1,4.0,10.0,0.0,0,1,1,0,54,8,0,0,3,3
1,5,12,0,0,0,0,39,7,645.0,1,10,519940.0,178030.0,-0.273894,51.488508,1,2,1,25.0,4.0,0.0,0,1,1,1,39,7,0,0,5,9
4,9,18,0,0,9,0,36,7,1968.0,2,12,405820.0,406453.0,-1.913621,53.554673,13,4,7,203.0,635.0,0.0,1,4,7,0,36,7,0,0,9,5
3,9,3,0,0,0,0,46,8,973.0,1,15,405660.0,96385.0,-1.9211080000000005,50.767026,55,3,1,640.0,348.0,0.0,0,2,1,1,48,8,0,0,9,7
1,9,18,0,0,0,0,42,7,1299.0,1,15,247683.0,54997.0,-4.143436,50.375098,50,2,1,583.0,0.0,0.0,0,2,1,1,58,9,0,0,9,2
2,9,9,0,10,10,0,34,6,1388.0,1,3,403840.0,287320.0,-1.944883,52.483788,20,2,2,300.0,4040.0,0.0,0,1,1,0,48,8,0,0,9,1
1,9,9,0,0,0,0,54,8,1997.0,2,12,532020.0,193010.0,-0.094385,51.620436,1,2,1,32.0,111.0,111.0,0,2,1,0,53,8,0,0,4,5
1,9,4,0,0,0,0,33,6,1895.0,1,14,529140.0,191880.0,-0.136379,51.610949,1,2,1,32.0,406.0,0.0,0,2,1,0,29,6,0,0,9,4
1,9,9,0,0,0,0,30,6,1590.0,1,15,420120.0,201245.0,-1.7102099999999998,51.709583,53,2,3,621.0,164.0,1005.0,1,2,2,1,7,2,0,0,9,6
1,9,18,0,0,11,0,24,5,1896.0,2,13,392035.0,323548.0,-2.119603,52.80941899999999,21,1,2,255.0,34.0,5187.0,0,1,1,0,24,5,0,0,9,10
1,9,9,0,0,0,0,20,4,1199.0,1,12,510180.0,174980.0,-0.415357,51.463078,1,2,3,25.0,312.0,0.0,0,2,3,1,79,11,0,0,9,9
3,9,3,0,0,0,0,26,6,1997.0,1,14,539770.0,173770.0,0.00986,51.445679,1,3,1,7.0,205.0,0.0,0,3,1,0,26,6,0,0,9,5
1,9,15,0,0,0,0,45,7,1910.0,2,8,515517.0,207360.0,-0.327907,51.75303,41,1,1,434.0,1057.0,76.0,0,1,1,0,22,5,1,1,0,10
1,9,18,0,0,0,0,81,11,2435.0,1,14,330180.0,479670.0,-3.071978,54.207995,3,2,4,65.0,590.0,0.0,1,2,4,0,50,8,0,0,9,5
2,9,2,0,0,0,0,29,6,2401.0,2,12,415477.0,432483.0,-1.766566,53.788438,13,2,1,200.0,0.0,0.0,0,1,1,0,53,8,0,0,9,1
1,9,4,0,0,0,0,31,6,1796.0,1,13,547840.0,166330.0,0.122802,51.37678,1,2,3,19.0,0.0,0.0,0,1,1,1,31,6,0,0,9,2
2,8,18,0,0,0,0,39,7,2148.0,2,5,373520.0,406820.0,-2.401201,53.557329,6,2,1,100.0,575.0,6053.0,0,2,1,0,39,7,0,0,8,1
4,9,4,0,0,0,0,45,7,1992.0,2,8,518752.0,200843.0,-0.28328400000000004,51.693786,41,4,3,33.0,5378.0,84.0,1,3,2,1,28,6,0,0,9,9
2,9,18,0,0,0,0,41,7,1598.0,1,13,415746.0,429575.0,-1.76263,53.762294,13,2,3,200.0,641.0,0.0,0,1,1,0,30,6,0,0,8,1
2,9,18,0,0,0,0,21,5,1360.0,1,13,512970.0,182460.0,-0.37282,51.529758,1,2,2,27.0,0.0,0.0,0,2,2,0,21,5,0,0,9,2
1,9,18,0,0,0,0,30,6,1596.0,1,10,495709.0,237688.0,-0.606359,52.029356,40,2,4,424.0,421.0,421.0,1,2,2,0,59,9,0,0,9,9
2,9,18,0,0,0,0,73,10,1560.0,2,7,425767.0,402857.0,-1.612829,53.521756,14,2,1,210.0,6462.0,0.0,0,1,1,1,36,7,0,0,9,8
2,9,4,0,0,0,0,24,5,1242.0,1,3,522331.0,199699.0,-0.23193000000000005,51.682737,41,2,1,33.0,1.0,1.0,1,2,1,1,24,5,0,0,9,4
1,9,18,0,10,11,0,39,7,1461.0,2,8,324456.0,108285.0,-3.074925,50.869111,50,1,1,580.0,30.0,0.0,1,1,1,0,39,7,0,0,9,5
1,9,4,0,0,0,0,29,6,1461.0,2,6,530240.0,394753.0,-0.04104,53.43348,32,2,1,351.0,16.0,0.0,1,1,1,0,29,6,0,0,9,7
1,9,3,0,0,0,0,53,8,1598.0,2,3,356235.0,112633.0,-2.623875,50.911494,52,3,2,610.0,37.0,0.0,1,1,1,1,53,8,0,0,9,9
3,9,2,0,0,0,0,44,7,1599.0,1,11,392440.0,405980.0,-2.115574,53.550396,6,3,6,104.0,0.0,0.0,0,3,3,1,44,7,0,0,9,1
2,9,18,0,0,0,0,20,4,1242.0,1,12,438279.0,387047.0,-1.4260389999999998,53.37889499999999,14,2,1,215.0,57.0,0.0,0,2,1,1,20,4,0,0,9,6
1,9,7,0,0,0,0,25,5,1590.0,1,10,487528.0,234703.0,-0.726334,52.003875,43,3,1,479.0,4034.0,150.0,0,2,1,0,45,7,0,0,19,2
1,9,18,0,0,0,0,39,7,998.0,1,15,508336.0,223030.0,-0.426997,51.895299,40,1,1,421.0,0.0,0.0,0,1,1,0,2,1,5,2,0,3
1,9,5,0,0,0,0,36,7,999.0,1,1,599496.0,225135.0,0.8976049999999999,51.889059,42,1,1,455.0,0.0,0.0,0,1,1,1,31,6,9,7,0,1
2,9,2,0,0,0,0,36,7,1388.0,1,12,407080.0,285680.0,-1.897207,52.469013,20,2,1,300.0,0.0,0.0,0,2,1,0,36,7,0,0,9,5
3,9,4,0,0,0,0,43,7,1596.0,1,13,166380.0,41310.0,-5.276718,50.22554,50,4,3,596.0,3047.0,0.0,0,3,1,1,43,7,0,0,9,1
1,9,9,0,0,0,0,26,6,1598.0,1,2,409682.0,144616.0,-1.862807,51.200678,54,2,1,635.0,3086.0,0.0,1,2,1,1,20,4,0,0,9,6
1,9,3,0,0,0,0,28,6,1968.0,2,11,437476.0,387138.0,-1.438099,53.379771,14,2,2,215.0,0.0,0.0,0,1,2,1,5,1,0,0,9,2
2,9,18,0,0,0,0,44,7,2400.0,2,1,504638.0,249388.0,-0.472673,52.132897,40,3,1,420.0,5141.0,0.0,0,3,1,0,32,6,0,0,9,8
1,5,18,0,0,0,0,22,5,640.0,1,14,550170.0,184330.0,0.163891,51.537901,1,2,4,16.0,178.0,0.0,0,2,2,0,5,1,0,0,9,3
1,9,18,0,7,0,0,22,5,1995.0,2,8,428728.0,520546.0,-1.557068,54.579311,11,2,4,161.0,167.0,0.0,1,1,1,0,22,5,0,0,9,4
2,9,17,0,0,0,0,31,6,1242.0,1,1,373490.0,331200.0,-2.395341,52.877608,22,2,1,286.0,0.0,0.0,1,2,1,1,31,6,0,0,9,8
33,9,18,0,0,0,0,31,6,2706.0,1,1,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,24,15,0,59,9,0,0,9,7
2,9,18,0,0,0,0,53,8,1246.0,1,9,359740.0,417940.0,-2.610647,53.65639300000001,4,3,3,73.0,61.0,0.0,1,1,1,0,50,8,0,0,9,4
1,5,18,0,0,0,0,40,7,899.0,1,21,414752.0,535284.0,-1.7725490000000002,54.712353,11,3,3,169.0,689.0,0.0,1,2,3,1,22,5,0,0,19,9
2,9,9,0,0,0,0,22,5,1242.0,1,3,425887.0,565689.0,-1.597009,54.98513000000001,10,2,3,147.0,1058.0,1307.0,0,2,2,1,22,5,0,0,9,2
3,9,2,0,0,0,0,41,7,1086.0,1,10,445830.0,340710.0,-1.31916,52.96180699999999,30,3,3,324.0,0.0,0.0,0,1,1,0,57,9,0,0,9,8
2,9,9,0,0,0,0,25,5,1956.0,2,4,342130.0,463550.0,-2.885691,54.064625,4,2,1,76.0,589.0,0.0,0,2,1,1,25,5,0,0,9,7
1,9,9,0,0,0,0,43,7,1149.0,1,7,384620.0,435100.0,-2.235055,53.811956,4,2,1,72.0,682.0,0.0,0,2,1,0,37,7,0,0,9,2
1,9,9,0,0,0,0,57,9,1910.0,2,7,462774.0,391665.0,-1.056948,53.418062,31,2,2,341.0,0.0,0.0,1,1,1,0,57,9,0,0,9,3
